ts,switch_dpid,port_no,rx_packets,tx_packets,rx_bytes,tx_bytes,rx_dropped,tx_dropped,rx_errors,tx_errors,rx_frame_err,rx_over_err,rx_crc_err,collisions,duration_sec,duration_nsec
Sat Oct 11 19:59:54 2025,2,1,7193,17146,569890,13305962,0,0,0,0,0,0,0,0,387,946000000
Sat Oct 11 19:59:54 2025,2,2,18815,6206,13687978,512604,0,0,0,0,0,0,0,0,387,946000000
Sat Oct 11 19:59:55 2025,1,4294967294,0,0,0,0,17,0,0,0,0,0,0,0,388,937000000
Sat Oct 11 19:59:55 2025,1,1,50409,2663,15704646,315559,0,0,0,0,0,0,0,0,388,941000000
Sat Oct 11 19:59:55 2025,1,2,6210,18843,514964,13730314,0,0,0,0,0,0,0,0,388,941000000
Sat Oct 11 19:59:55 2025,2,4294967294,0,0,0,0,17,0,0,0,0,0,0,0,388,940000000
Sat Oct 11 19:59:55 2025,2,1,7198,17171,572840,13343762,0,0,0,0,0,0,0,0,388,944000000
Sat Oct 11 19:59:55 2025,2,2,18843,6210,13730314,514964,0,0,0,0,0,0,0,0,388,944000000
Sat Oct 11 19:59:56 2025,1,4294967294,0,0,0,0,17,0,0,0,0,0,0,0,389,939000000
Sat Oct 11 19:59:56 2025,1,1,50504,2664,15848286,316149,0,0,0,0,0,0,0,0,389,943000000
Sat Oct 11 19:59:56 2025,1,2,6211,18930,515554,13861858,0,0,0,0,0,0,0,0,389,943000000
Sat Oct 11 19:59:56 2025,2,4294967294,0,0,0,0,17,0,0,0,0,0,0,0,389,944000000
Sat Oct 11 19:59:56 2025,2,1,7199,17254,573430,13469258,0,0,0,0,0,0,0,0,389,948000000
Sat Oct 11 19:59:56 2025,2,2,18934,6211,13867906,515554,0,0,0,0,0,0,0,0,389,948000000
Sat Oct 11 19:59:57 2025,1,4294967294,0,0,0,0,17,0,0,0,0,0,0,0,390,943000000
Sat Oct 11 19:59:57 2025,1,1,50583,2665,15967734,316739,0,0,0,0,0,0,0,0,390,947000000
Sat Oct 11 19:59:57 2025,1,2,6212,19010,516144,13982818,0,0,0,0,0,0,0,0,390,947000000
Sat Oct 11 19:59:57 2025,2,4294967294,0,0,0,0,17,0,0,0,0,0,0,0,390,942000000
Sat Oct 11 19:59:57 2025,2,1,7200,17332,574020,13587194,0,0,0,0,0,0,0,0,390,946000000
Sat Oct 11 19:59:57 2025,2,2,19012,6212,13985842,516144,0,0,0,0,0,0,0,0,390,946000000
Sat Oct 11 19:59:58 2025,1,4294967294,0,0,0,0,17,0,0,0,0,0,0,0,391,947000000
Sat Oct 11 19:59:58 2025,1,1,50672,2666,16102302,317329,0,0,0,0,0,0,0,0,391,952000000
Sat Oct 11 19:59:58 2025,1,2,6213,19094,516734,14109826,0,0,0,0,0,0,0,0,391,952000000
Sat Oct 11 19:59:58 2025,2,4294967294,0,0,0,0,17,0,0,0,0,0,0,0,391,947000000
Sat Oct 11 19:59:58 2025,2,1,7201,17414,574610,13711178,0,0,0,0,0,0,0,0,391,951000000
Sat Oct 11 19:59:58 2025,2,2,19098,6213,14115874,516734,0,0,0,0,0,0,0,0,391,951000000
Sat Oct 11 19:59:59 2025,1,4294967294,0,0,0,0,17,0,0,0,0,0,0,0,392,944000000
Sat Oct 11 19:59:59 2025,1,1,50738,2667,16202094,317919,0,0,0,0,0,0,0,0,392,948000000
Sat Oct 11 19:59:59 2025,1,2,6214,19155,517324,14202058,0,0,0,0,0,0,0,0,392,948000000
Sat Oct 11 19:59:59 2025,2,4294967294,0,0,0,0,17,0,0,0,0,0,0,0,392,941000000
Sat Oct 11 19:59:59 2025,2,1,7202,17469,575200,13794338,0,0,0,0,0,0,0,0,392,945000000
Sat Oct 11 19:59:59 2025,2,2,19157,6214,14205082,517324,0,0,0,0,0,0,0,0,392,945000000
Sat Oct 11 20:00:00 2025,1,4294967294,0,0,0,0,17,0,0,0,0,0,0,0,393,944000000
Sat Oct 11 20:00:00 2025,1,1,50838,2669,16351824,318551,0,0,0,0,0,0,0,0,393,948000000
Sat Oct 11 20:00:00 2025,1,2,6216,19253,517956,14348764,0,0,0,0,0,0,0,0,393,948000000
Sat Oct 11 20:00:00 2025,2,4294967294,0,0,0,0,17,0,0,0,0,0,0,0,393,941000000
Sat Oct 11 20:00:00 2025,2,1,7204,17568,575832,13942556,0,0,0,0,0,0,0,0,393,945000000
Sat Oct 11 20:00:00 2025,2,2,19253,6216,14348764,517956,0,0,0,0,0,0,0,0,393,945000000
Sat Oct 11 20:00:01 2025,1,4294967294,0,0,0,0,17,0,0,0,0,0,0,0,394,944000000
Sat Oct 11 20:00:01 2025,1,1,50907,2670,16456152,319141,0,0,0,0,0,0,0,0,394,948000000
Sat Oct 11 20:00:01 2025,1,2,6217,19332,518546,14468212,0,0,0,0,0,0,0,0,394,948000000
Sat Oct 11 20:00:01 2025,2,4294967294,0,0,0,0,17,0,0,0,0,0,0,0,394,941000000
Sat Oct 11 20:00:01 2025,2,1,7205,17647,576422,14062004,0,0,0,0,0,0,0,0,394,945000000
Sat Oct 11 20:00:01 2025,2,2,19333,6217,14469724,518546,0,0,0,0,0,0,0,0,394,945000000
Sat Oct 11 20:00:02 2025,1,4294967294,0,0,0,0,17,0,0,0,0,0,0,0,395,944000000
Sat Oct 11 20:00:02 2025,1,1,51008,2671,16608864,319731,0,0,0,0,0,0,0,0,395,948000000
Sat Oct 11 20:00:02 2025,1,2,6218,19429,519136,14614876,0,0,0,0,0,0,0,0,395,948000000
Sat Oct 11 20:00:02 2025,2,4294967294,0,0,0,0,17,0,0,0,0,0,0,0,395,942000000
Sat Oct 11 20:00:02 2025,2,1,7206,17741,577012,14204132,0,0,0,0,0,0,0,0,395,946000000
Sat Oct 11 20:00:02 2025,2,2,19429,6218,14614876,519136,0,0,0,0,0,0,0,0,395,946000000
Sat Oct 11 20:00:03 2025,1,4294967294,0,0,0,0,17,0,0,0,0,0,0,0,396,944000000
Sat Oct 11 20:00:03 2025,1,1,51083,2672,16722264,320321,0,0,0,0,0,0,0,0,396,948000000
Sat Oct 11 20:00:03 2025,1,2,6219,19501,519726,14723740,0,0,0,0,0,0,0,0,396,948000000
Sat Oct 11 20:00:03 2025,2,4294967294,0,0,0,0,17,0,0,0,0,0,0,0,396,945000000
Sat Oct 11 20:00:03 2025,2,1,7207,17813,577602,14312996,0,0,0,0,0,0,0,0,396,949000000
Sat Oct 11 20:00:03 2025,2,2,19501,6219,14723740,519726,0,0,0,0,0,0,0,0,396,949000000
Sat Oct 11 20:00:04 2025,1,4294967294,0,0,0,0,17,0,0,0,0,0,0,0,397,946000000
Sat Oct 11 20:00:04 2025,1,1,51168,2673,16850784,320911,0,0,0,0,0,0,0,0,397,950000000
Sat Oct 11 20:00:04 2025,1,2,6220,19577,520316,14838652,0,0,0,0,0,0,0,0,397,950000000
Sat Oct 11 20:00:04 2025,2,4294967294,0,0,0,0,17,0,0,0,0,0,0,0,397,948000000
Sat Oct 11 20:00:04 2025,2,1,7208,17888,578192,14426396,0,0,0,0,0,0,0,0,397,952000000
Sat Oct 11 20:00:04 2025,2,2,19582,6220,14846212,520316,0,0,0,0,0,0,0,0,397,952000000
Sat Oct 11 20:00:05 2025,1,4294967294,0,0,0,0,17,0,0,0,0,0,0,0,398,938000000
Sat Oct 11 20:00:05 2025,1,1,51237,2674,16955112,321501,0,0,0,0,0,0,0,0,398,942000000
Sat Oct 11 20:00:05 2025,1,2,6221,19646,520906,14942980,0,0,0,0,0,0,0,0,398,942000000
Sat Oct 11 20:00:05 2025,2,4294967294,0,0,0,0,17,0,0,0,0,0,0,0,398,937000000
Sat Oct 11 20:00:05 2025,2,1,7209,17953,578782,14524676,0,0,0,0,0,0,0,0,398,941000000
Sat Oct 11 20:00:05 2025,2,2,19649,6221,14947516,520906,0,0,0,0,0,0,0,0,398,941000000
Sat Oct 11 20:00:06 2025,1,4294967294,0,0,0,0,17,0,0,0,0,0,0,0,399,932000000
Sat Oct 11 20:00:06 2025,1,1,51335,2675,17103288,322091,0,0,0,0,0,0,0,0,399,936000000
Sat Oct 11 20:00:06 2025,1,2,6222,19752,521496,15103252,0,0,0,0,0,0,0,0,399,936000000
Sat Oct 11 20:00:06 2025,2,4294967294,0,0,0,0,17,0,0,0,0,0,0,0,399,932000000
Sat Oct 11 20:00:06 2025,2,1,7210,18060,579372,14686460,0,0,0,0,0,0,0,0,399,936000000
Sat Oct 11 20:00:06 2025,2,2,19753,6222,15104764,521496,0,0,0,0,0,0,0,0,399,936000000
Sat Oct 11 20:00:07 2025,1,4294967294,0,0,0,0,17,0,0,0,0,0,0,0,400,952000000
Sat Oct 11 20:00:07 2025,1,1,51391,2676,17187960,322681,0,0,0,0,0,0,0,0,400,956000000
Sat Oct 11 20:00:07 2025,1,2,6223,19807,522086,15186412,0,0,0,0,0,0,0,0,400,957000000
Sat Oct 11 20:00:07 2025,2,4294967294,0,0,0,0,17,0,0,0,0,0,0,0,400,956000000
Sat Oct 11 20:00:07 2025,2,1,7211,18116,579962,14771132,0,0,0,0,0,0,0,0,400,960000000
Sat Oct 11 20:00:07 2025,2,2,19809,6223,15189436,522086,0,0,0,0,0,0,0,0,400,960000000
Sat Oct 11 20:00:08 2025,1,4294967294,0,0,0,0,17,0,0,0,0,0,0,0,401,945000000
Sat Oct 11 20:00:08 2025,1,1,51503,2677,17357304,323271,0,0,0,0,0,0,0,0,401,949000000
Sat Oct 11 20:00:08 2025,1,2,6224,19920,522676,15357268,0,0,0,0,0,0,0,0,401,949000000
Sat Oct 11 20:00:08 2025,2,4294967294,0,0,0,0,17,0,0,0,0,0,0,0,401,941000000
Sat Oct 11 20:00:08 2025,2,1,7212,18226,580552,14937452,0,0,0,0,0,0,0,0,401,945000000
Sat Oct 11 20:00:08 2025,2,2,19920,6224,15357268,522676,0,0,0,0,0,0,0,0,401,945000000
Sat Oct 11 20:00:09 2025,1,4294967294,0,0,0,0,17,0,0,0,0,0,0,0,402,941000000
Sat Oct 11 20:00:09 2025,1,1,51568,2677,17455584,323271,0,0,0,0,0,0,0,0,402,945000000
Sat Oct 11 20:00:09 2025,1,2,6224,19980,522676,15447988,0,0,0,0,0,0,0,0,402,946000000
Sat Oct 11 20:00:09 2025,2,4294967294,0,0,0,0,17,0,0,0,0,0,0,0,402,940000000
Sat Oct 11 20:00:09 2025,2,1,7212,18285,580552,15026660,0,0,0,0,0,0,0,0,402,944000000
Sat Oct 11 20:00:09 2025,2,2,19981,6224,15449500,522676,0,0,0,0,0,0,0,0,402,944000000
Sat Oct 11 20:00:10 2025,1,4294967294,0,0,0,0,17,0,0,0,0,0,0,0,403,939000000
Sat Oct 11 20:00:10 2025,1,1,51662,2678,17597712,323861,0,0,0,0,0,0,0,0,403,944000000
Sat Oct 11 20:00:10 2025,1,2,6225,20059,523266,15567436,0,0,0,0,0,0,0,0,403,944000000
Sat Oct 11 20:00:10 2025,2,4294967294,0,0,0,0,17,0,0,0,0,0,0,0,403,935000000
Sat Oct 11 20:00:10 2025,2,1,7213,18361,581142,15141572,0,0,0,0,0,0,0,0,403,939000000
Sat Oct 11 20:00:10 2025,2,2,20059,6225,15567436,523266,0,0,0,0,0,0,0,0,403,940000000
Sat Oct 11 20:00:11 2025,1,4294967294,0,0,0,0,17,0,0,0,0,0,0,0,404,934000000
Sat Oct 11 20:00:11 2025,1,1,51700,2679,17655168,324451,0,0,0,0,0,0,0,0,404,938000000
Sat Oct 11 20:00:11 2025,1,2,6226,20115,523856,15652108,0,0,0,0,0,0,0,0,404,939000000
Sat Oct 11 20:00:11 2025,2,4294967294,0,0,0,0,17,0,0,0,0,0,0,0,404,931000000
Sat Oct 11 20:00:11 2025,2,1,7214,18416,581732,15224732,0,0,0,0,0,0,0,0,404,935000000
Sat Oct 11 20:00:11 2025,2,2,20115,6226,15652108,523856,0,0,0,0,0,0,0,0,404,935000000
Sat Oct 11 20:00:12 2025,1,4294967294,0,0,0,0,17,0,0,0,0,0,0,0,405,930000000
Sat Oct 11 20:00:12 2025,1,1,51700,2679,17655168,324451,0,0,0,0,0,0,0,0,405,934000000
Sat Oct 11 20:00:12 2025,1,2,6226,20115,523856,15652108,0,0,0,0,0,0,0,0,405,934000000
Sat Oct 11 20:00:12 2025,2,4294967294,0,0,0,0,17,0,0,0,0,0,0,0,405,927000000
Sat Oct 11 20:00:12 2025,2,1,7214,18416,581732,15224732,0,0,0,0,0,0,0,0,405,932000000
Sat Oct 11 20:00:12 2025,2,2,20115,6226,15652108,523856,0,0,0,0,0,0,0,0,405,932000000
Sat Oct 11 20:00:13 2025,1,4294967294,0,0,0,0,17,0,0,0,0,0,0,0,406,934000000
Sat Oct 11 20:00:13 2025,1,1,51701,2680,17655210,324521,0,0,0,0,0,0,0,0,406,938000000
Sat Oct 11 20:00:13 2025,1,2,6227,20116,523926,15652150,0,0,0,0,0,0,0,0,406,938000000
Sat Oct 11 20:00:13 2025,2,4294967294,0,0,0,0,17,0,0,0,0,0,0,0,406,934000000
Sat Oct 11 20:00:13 2025,2,1,7215,18417,581802,15224774,0,0,0,0,0,0,0,0,406,938000000
Sat Oct 11 20:00:13 2025,2,2,20116,6227,15652150,523926,0,0,0,0,0,0,0,0,406,938000000
Sat Oct 11 20:00:14 2025,1,4294967294,0,0,0,0,17,0,0,0,0,0,0,0,407,937000000
Sat Oct 11 20:00:14 2025,1,1,51702,2681,17655252,324591,0,0,0,0,0,0,0,0,407,941000000
Sat Oct 11 20:00:14 2025,1,2,6228,20117,523996,15652192,0,0,0,0,0,0,0,0,407,941000000
Sat Oct 11 20:00:14 2025,2,4294967294,0,0,0,0,17,0,0,0,0,0,0,0,407,935000000
Sat Oct 11 20:00:14 2025,2,1,7216,18418,581872,15224816,0,0,0,0,0,0,0,0,407,939000000
Sat Oct 11 20:00:14 2025,2,2,20117,6228,15652192,523996,0,0,0,0,0,0,0,0,407,939000000
Sat Oct 11 20:00:15 2025,1,4294967294,0,0,0,0,17,0,0,0,0,0,0,0,408,932000000
Sat Oct 11 20:00:15 2025,1,1,51703,2682,17655294,324661,0,0,0,0,0,0,0,0,408,936000000
Sat Oct 11 20:00:15 2025,1,2,6229,20118,524066,15652234,0,0,0,0,0,0,0,0,408,936000000
Sat Oct 11 20:00:15 2025,2,4294967294,0,0,0,0,17,0,0,0,0,0,0,0,408,931000000
Sat Oct 11 20:00:15 2025,2,1,7217,18419,581942,15224858,0,0,0,0,0,0,0,0,408,935000000
Sat Oct 11 20:00:15 2025,2,2,20118,6229,15652234,524066,0,0,0,0,0,0,0,0,408,935000000
Sat Oct 11 20:00:16 2025,1,4294967294,0,0,0,0,17,0,0,0,0,0,0,0,409,935000000
Sat Oct 11 20:00:16 2025,1,1,51704,2683,17655336,324731,0,0,0,0,0,0,0,0,409,940000000
Sat Oct 11 20:00:16 2025,1,2,6230,20119,524136,15652276,0,0,0,0,0,0,0,0,409,940000000
Sat Oct 11 20:00:16 2025,2,4294967294,0,0,0,0,17,0,0,0,0,0,0,0,409,932000000
Sat Oct 11 20:00:16 2025,2,1,7218,18420,582012,15224900,0,0,0,0,0,0,0,0,409,936000000
Sat Oct 11 20:00:16 2025,2,2,20119,6230,15652276,524136,0,0,0,0,0,0,0,0,409,936000000
Sat Oct 11 20:00:17 2025,1,4294967294,0,0,0,0,17,0,0,0,0,0,0,0,410,932000000
Sat Oct 11 20:00:17 2025,1,1,51705,2684,17655378,324801,0,0,0,0,0,0,0,0,410,936000000
Sat Oct 11 20:00:17 2025,1,2,6231,20120,524206,15652318,0,0,0,0,0,0,0,0,410,936000000
Sat Oct 11 20:00:17 2025,2,4294967294,0,0,0,0,17,0,0,0,0,0,0,0,410,930000000
Sat Oct 11 20:00:17 2025,2,1,7219,18421,582082,15224942,0,0,0,0,0,0,0,0,410,934000000
Sat Oct 11 20:00:17 2025,2,2,20120,6231,15652318,524206,0,0,0,0,0,0,0,0,410,934000000
Sat Oct 11 20:00:18 2025,1,4294967294,0,0,0,0,17,0,0,0,0,0,0,0,411,929000000
Sat Oct 11 20:00:18 2025,1,1,51706,2685,17655420,324871,0,0,0,0,0,0,0,0,411,933000000
Sat Oct 11 20:00:18 2025,1,2,6232,20121,524276,15652360,0,0,0,0,0,0,0,0,411,933000000
Sat Oct 11 20:00:18 2025,2,4294967294,0,0,0,0,17,0,0,0,0,0,0,0,411,925000000
Sat Oct 11 20:00:18 2025,2,1,7220,18422,582152,15224984,0,0,0,0,0,0,0,0,411,930000000
Sat Oct 11 20:00:18 2025,2,2,20121,6232,15652360,524276,0,0,0,0,0,0,0,0,411,930000000
Sat Oct 11 20:00:19 2025,1,4294967294,0,0,0,0,17,0,0,0,0,0,0,0,412,934000000
Sat Oct 11 20:00:19 2025,1,1,51707,2686,17655462,324941,0,0,0,0,0,0,0,0,412,938000000
Sat Oct 11 20:00:19 2025,1,2,6233,20122,524346,15652402,0,0,0,0,0,0,0,0,412,940000000
Sat Oct 11 20:00:19 2025,2,4294967294,0,0,0,0,17,0,0,0,0,0,0,0,412,932000000
Sat Oct 11 20:00:19 2025,2,1,7221,18423,582222,15225026,0,0,0,0,0,0,0,0,412,936000000
Sat Oct 11 20:00:19 2025,2,2,20122,6233,15652402,524346,0,0,0,0,0,0,0,0,412,936000000
Sat Oct 11 20:00:20 2025,1,4294967294,0,0,0,0,17,0,0,0,0,0,0,0,413,937000000
Sat Oct 11 20:00:20 2025,1,1,51708,2687,17655504,325011,0,0,0,0,0,0,0,0,413,941000000
Sat Oct 11 20:00:20 2025,1,2,6234,20123,524416,15652444,0,0,0,0,0,0,0,0,413,941000000
Sat Oct 11 20:00:20 2025,2,4294967294,0,0,0,0,17,0,0,0,0,0,0,0,413,934000000
Sat Oct 11 20:00:20 2025,2,1,7222,18424,582292,15225068,0,0,0,0,0,0,0,0,413,938000000
Sat Oct 11 20:00:20 2025,2,2,20123,6234,15652444,524416,0,0,0,0,0,0,0,0,413,938000000
Sat Oct 11 20:00:21 2025,1,4294967294,0,0,0,0,17,0,0,0,0,0,0,0,414,939000000
Sat Oct 11 20:00:21 2025,1,1,51709,2688,17655546,325081,0,0,0,0,0,0,0,0,414,943000000
Sat Oct 11 20:00:21 2025,1,2,6235,20124,524486,15652486,0,0,0,0,0,0,0,0,414,943000000
Sat Oct 11 20:00:21 2025,2,4294967294,0,0,0,0,17,0,0,0,0,0,0,0,414,944000000
Sat Oct 11 20:00:21 2025,2,1,7223,18425,582362,15225110,0,0,0,0,0,0,0,0,414,948000000
Sat Oct 11 20:00:21 2025,2,2,20124,6235,15652486,524486,0,0,0,0,0,0,0,0,414,948000000
Sat Oct 11 20:00:22 2025,1,4294967294,0,0,0,0,17,0,0,0,0,0,0,0,415,932000000
Sat Oct 11 20:00:22 2025,1,1,51710,2688,17655588,325081,0,0,0,0,0,0,0,0,415,936000000
Sat Oct 11 20:00:22 2025,1,2,6236,20125,524556,15652528,0,0,0,0,0,0,0,0,415,936000000
Sat Oct 11 20:00:22 2025,2,4294967294,0,0,0,0,17,0,0,0,0,0,0,0,415,928000000
Sat Oct 11 20:00:22 2025,2,1,7224,18426,582432,15225152,0,0,0,0,0,0,0,0,415,932000000
Sat Oct 11 20:00:22 2025,2,2,20125,6236,15652528,524556,0,0,0,0,0,0,0,0,415,932000000
Sat Oct 11 20:00:23 2025,1,4294967294,0,0,0,0,17,0,0,0,0,0,0,0,416,935000000
Sat Oct 11 20:00:23 2025,1,1,51711,2689,17655630,325151,0,0,0,0,0,0,0,0,416,939000000
Sat Oct 11 20:00:23 2025,1,2,6237,20126,524626,15652570,0,0,0,0,0,0,0,0,416,939000000
Sat Oct 11 20:00:23 2025,2,4294967294,0,0,0,0,17,0,0,0,0,0,0,0,416,931000000
Sat Oct 11 20:00:23 2025,2,1,7225,18427,582502,15225194,0,0,0,0,0,0,0,0,416,935000000
Sat Oct 11 20:00:23 2025,2,2,20126,6237,15652570,524626,0,0,0,0,0,0,0,0,416,935000000
Sat Oct 11 20:00:24 2025,1,4294967294,0,0,0,0,17,0,0,0,0,0,0,0,417,924000000
Sat Oct 11 20:00:24 2025,1,1,51712,2690,17655672,325221,0,0,0,0,0,0,0,0,417,928000000
Sat Oct 11 20:00:24 2025,1,2,6238,20127,524696,15652612,0,0,0,0,0,0,0,0,417,928000000
Sat Oct 11 20:00:24 2025,2,4294967294,0,0,0,0,17,0,0,0,0,0,0,0,417,925000000
Sat Oct 11 20:00:24 2025,2,1,7226,18428,582572,15225236,0,0,0,0,0,0,0,0,417,929000000
Sat Oct 11 20:00:24 2025,2,2,20127,6238,15652612,524696,0,0,0,0,0,0,0,0,417,929000000
Sat Oct 11 20:00:25 2025,1,4294967294,0,0,0,0,17,0,0,0,0,0,0,0,418,928000000
Sat Oct 11 20:00:25 2025,1,1,51714,2692,17655756,325333,0,0,0,0,0,0,0,0,418,932000000
Sat Oct 11 20:00:25 2025,1,2,6240,20129,524808,15652696,0,0,0,0,0,0,0,0,418,932000000
Sat Oct 11 20:00:25 2025,2,4294967294,0,0,0,0,17,0,0,0,0,0,0,0,418,936000000
Sat Oct 11 20:00:25 2025,2,1,7228,18430,582684,15225320,0,0,0,0,0,0,0,0,418,940000000
Sat Oct 11 20:00:25 2025,2,2,20129,6240,15652696,524808,0,0,0,0,0,0,0,0,418,940000000
Sat Oct 11 20:00:26 2025,1,4294967294,0,0,0,0,17,0,0,0,0,0,0,0,419,928000000
Sat Oct 11 20:00:26 2025,1,1,51715,2693,17655798,325403,0,0,0,0,0,0,0,0,419,932000000
Sat Oct 11 20:00:26 2025,1,2,6241,20130,524878,15652738,0,0,0,0,0,0,0,0,419,932000000
Sat Oct 11 20:00:26 2025,2,4294967294,0,0,0,0,17,0,0,0,0,0,0,0,419,928000000
Sat Oct 11 20:00:26 2025,2,1,7229,18431,582754,15225362,0,0,0,0,0,0,0,0,419,932000000
Sat Oct 11 20:00:26 2025,2,2,20130,6241,15652738,524878,0,0,0,0,0,0,0,0,419,932000000
Sat Oct 11 20:00:27 2025,1,4294967294,0,0,0,0,17,0,0,0,0,0,0,0,420,933000000
Sat Oct 11 20:00:27 2025,1,1,51716,2694,17655840,325473,0,0,0,0,0,0,0,0,420,937000000
Sat Oct 11 20:00:27 2025,1,2,6242,20131,524948,15652780,0,0,0,0,0,0,0,0,420,937000000
Sat Oct 11 20:00:27 2025,2,4294967294,0,0,0,0,17,0,0,0,0,0,0,0,420,933000000
Sat Oct 11 20:00:27 2025,2,1,7230,18432,582824,15225404,0,0,0,0,0,0,0,0,420,937000000
Sat Oct 11 20:00:27 2025,2,2,20131,6242,15652780,524948,0,0,0,0,0,0,0,0,420,937000000
Sat Oct 11 20:00:28 2025,1,4294967294,0,0,0,0,17,0,0,0,0,0,0,0,421,928000000
Sat Oct 11 20:00:28 2025,1,1,51717,2695,17655882,325543,0,0,0,0,0,0,0,0,421,933000000
Sat Oct 11 20:00:28 2025,1,2,6243,20132,525018,15652822,0,0,0,0,0,0,0,0,421,933000000
Sat Oct 11 20:00:28 2025,2,4294967294,0,0,0,0,17,0,0,0,0,0,0,0,421,926000000
Sat Oct 11 20:00:28 2025,2,1,7231,18433,582894,15225446,0,0,0,0,0,0,0,0,421,930000000
Sat Oct 11 20:00:28 2025,2,2,20132,6243,15652822,525018,0,0,0,0,0,0,0,0,421,930000000
Sat Oct 11 20:00:29 2025,1,4294967294,0,0,0,0,17,0,0,0,0,0,0,0,422,935000000
Sat Oct 11 20:00:29 2025,1,1,51718,2696,17655924,325613,0,0,0,0,0,0,0,0,422,939000000
Sat Oct 11 20:00:29 2025,1,2,6244,20133,525088,15652864,0,0,0,0,0,0,0,0,422,939000000
Sat Oct 11 20:00:29 2025,2,4294967294,0,0,0,0,17,0,0,0,0,0,0,0,422,933000000
Sat Oct 11 20:00:29 2025,2,1,7232,18434,582964,15225488,0,0,0,0,0,0,0,0,422,937000000
Sat Oct 11 20:00:29 2025,2,2,20133,6244,15652864,525088,0,0,0,0,0,0,0,0,422,937000000
Sat Oct 11 20:00:30 2025,1,4294967294,0,0,0,0,17,0,0,0,0,0,0,0,423,943000000
Sat Oct 11 20:00:30 2025,1,1,51718,2696,17655924,325613,0,0,0,0,0,0,0,0,423,947000000
Sat Oct 11 20:00:30 2025,1,2,6244,20133,525088,15652864,0,0,0,0,0,0,0,0,423,947000000
Sat Oct 11 20:00:30 2025,2,4294967294,0,0,0,0,17,0,0,0,0,0,0,0,423,941000000
Sat Oct 11 20:00:30 2025,2,1,7232,18434,582964,15225488,0,0,0,0,0,0,0,0,423,945000000
Sat Oct 11 20:00:30 2025,2,2,20133,6244,15652864,525088,0,0,0,0,0,0,0,0,423,945000000
Sat Oct 11 20:00:31 2025,1,4294967294,0,0,0,0,17,0,0,0,0,0,0,0,424,937000000
Sat Oct 11 20:00:31 2025,1,1,51718,2696,17655924,325613,0,0,0,0,0,0,0,0,424,941000000
Sat Oct 11 20:00:31 2025,1,2,6244,20133,525088,15652864,0,0,0,0,0,0,0,0,424,941000000
Sat Oct 11 20:00:31 2025,2,4294967294,0,0,0,0,17,0,0,0,0,0,0,0,424,936000000
Sat Oct 11 20:00:31 2025,2,1,7232,18434,582964,15225488,0,0,0,0,0,0,0,0,424,940000000
Sat Oct 11 20:00:31 2025,2,2,20133,6244,15652864,525088,0,0,0,0,0,0,0,0,424,940000000
Sat Oct 11 20:00:32 2025,1,4294967294,0,0,0,0,17,0,0,0,0,0,0,0,425,940000000
Sat Oct 11 20:00:32 2025,1,1,51718,2696,17655924,325613,0,0,0,0,0,0,0,0,425,944000000
Sat Oct 11 20:00:32 2025,1,2,6244,20133,525088,15652864,0,0,0,0,0,0,0,0,425,944000000
Sat Oct 11 20:00:32 2025,2,4294967294,0,0,0,0,17,0,0,0,0,0,0,0,425,938000000
Sat Oct 11 20:00:32 2025,2,1,7232,18434,582964,15225488,0,0,0,0,0,0,0,0,425,942000000
Sat Oct 11 20:00:32 2025,2,2,20133,6244,15652864,525088,0,0,0,0,0,0,0,0,425,942000000
Sat Oct 11 20:00:33 2025,1,4294967294,0,0,0,0,17,0,0,0,0,0,0,0,426,945000000
Sat Oct 11 20:00:33 2025,1,1,51718,2696,17655924,325613,0,0,0,0,0,0,0,0,426,949000000
Sat Oct 11 20:00:33 2025,1,2,6244,20133,525088,15652864,0,0,0,0,0,0,0,0,426,949000000
Sat Oct 11 20:00:33 2025,2,4294967294,0,0,0,0,17,0,0,0,0,0,0,0,426,946000000
Sat Oct 11 20:00:33 2025,2,1,7232,18434,582964,15225488,0,0,0,0,0,0,0,0,426,950000000
Sat Oct 11 20:00:33 2025,2,2,20133,6244,15652864,525088,0,0,0,0,0,0,0,0,426,950000000
Sat Oct 11 20:00:34 2025,1,4294967294,0,0,0,0,17,0,0,0,0,0,0,0,427,946000000
Sat Oct 11 20:00:34 2025,1,1,51718,2696,17655924,325613,0,0,0,0,0,0,0,0,427,950000000
Sat Oct 11 20:00:34 2025,1,2,6244,20133,525088,15652864,0,0,0,0,0,0,0,0,427,950000000
Sat Oct 11 20:00:34 2025,2,4294967294,0,0,0,0,17,0,0,0,0,0,0,0,427,943000000
Sat Oct 11 20:00:34 2025,2,1,7232,18434,582964,15225488,0,0,0,0,0,0,0,0,427,947000000
Sat Oct 11 20:00:34 2025,2,2,20133,6244,15652864,525088,0,0,0,0,0,0,0,0,427,947000000
Sat Oct 11 20:00:35 2025,1,4294967294,0,0,0,0,17,0,0,0,0,0,0,0,428,945000000
Sat Oct 11 20:00:35 2025,1,1,51718,2696,17655924,325613,0,0,0,0,0,0,0,0,428,949000000
Sat Oct 11 20:00:35 2025,1,2,6244,20133,525088,15652864,0,0,0,0,0,0,0,0,428,950000000
Sat Oct 11 20:00:35 2025,2,4294967294,0,0,0,0,17,0,0,0,0,0,0,0,428,945000000
