ts,switch_dpid,port_no,rx_packets,tx_packets,rx_bytes,tx_bytes,rx_dropped,tx_dropped,rx_errors,tx_errors,rx_frame_err,rx_over_err,rx_crc_err,collisions,duration_sec,duration_nsec
Sat Oct 11 19:54:07 2025,1,4294967294,0,0,0,0,1,0,0,0,0,0,0,0,41,589000000
Sat Oct 11 19:54:07 2025,1,1,337,303,833370,22262,0,0,0,0,0,0,0,0,41,593000000
Sat Oct 11 19:54:07 2025,1,2,308,336,22644,823168,0,0,0,0,0,0,0,0,41,593000000
Sat Oct 11 19:54:07 2025,2,4294967294,0,0,0,0,1,0,0,0,0,0,0,0,41,591000000
Sat Oct 11 19:54:07 2025,2,1,312,331,22920,812670,0,0,0,0,0,0,0,0,41,595000000
Sat Oct 11 19:54:07 2025,2,2,336,308,823168,22644,0,0,0,0,0,0,0,0,41,595000000
Sat Oct 11 19:54:08 2025,1,4294967294,0,0,0,0,1,0,0,0,0,0,0,0,42,590000000
Sat Oct 11 19:54:08 2025,1,1,337,303,833370,22262,0,0,0,0,0,0,0,0,42,594000000
Sat Oct 11 19:54:08 2025,1,2,308,336,22644,823168,0,0,0,0,0,0,0,0,42,594000000
Sat Oct 11 19:54:08 2025,2,4294967294,0,0,0,0,1,0,0,0,0,0,0,0,42,593000000
Sat Oct 11 19:54:08 2025,2,1,312,331,22920,812670,0,0,0,0,0,0,0,0,42,597000000
Sat Oct 11 19:54:08 2025,2,2,336,308,823168,22644,0,0,0,0,0,0,0,0,42,597000000
Sat Oct 11 19:54:09 2025,1,4294967294,0,0,0,0,1,0,0,0,0,0,0,0,43,584000000
Sat Oct 11 19:54:09 2025,1,1,339,305,833566,22458,0,0,0,0,0,0,0,0,43,588000000
Sat Oct 11 19:54:09 2025,1,2,310,338,22840,823364,0,0,0,0,0,0,0,0,43,588000000
Sat Oct 11 19:54:09 2025,2,4294967294,0,0,0,0,1,0,0,0,0,0,0,0,43,581000000
Sat Oct 11 19:54:09 2025,2,1,314,333,23116,812866,0,0,0,0,0,0,0,0,43,585000000
Sat Oct 11 19:54:09 2025,2,2,338,310,823364,22840,0,0,0,0,0,0,0,0,43,585000000
Sat Oct 11 19:54:10 2025,1,4294967294,0,0,0,0,1,0,0,0,0,0,0,0,44,582000000
Sat Oct 11 19:54:10 2025,1,1,340,306,833664,22556,0,0,0,0,0,0,0,0,44,586000000
Sat Oct 11 19:54:10 2025,1,2,311,339,22938,823462,0,0,0,0,0,0,0,0,44,586000000
Sat Oct 11 19:54:10 2025,2,4294967294,0,0,0,0,1,0,0,0,0,0,0,0,44,579000000
Sat Oct 11 19:54:10 2025,2,1,315,334,23214,812964,0,0,0,0,0,0,0,0,44,583000000
Sat Oct 11 19:54:10 2025,2,2,339,311,823462,22938,0,0,0,0,0,0,0,0,44,584000000
Sat Oct 11 19:54:11 2025,1,4294967294,0,0,0,0,1,0,0,0,0,0,0,0,45,580000000
Sat Oct 11 19:54:11 2025,1,1,340,306,833664,22556,0,0,0,0,0,0,0,0,45,584000000
Sat Oct 11 19:54:11 2025,1,2,311,339,22938,823462,0,0,0,0,0,0,0,0,45,584000000
Sat Oct 11 19:54:11 2025,2,4294967294,0,0,0,0,1,0,0,0,0,0,0,0,45,576000000
Sat Oct 11 19:54:11 2025,2,1,315,334,23214,812964,0,0,0,0,0,0,0,0,45,580000000
Sat Oct 11 19:54:11 2025,2,2,339,311,823462,22938,0,0,0,0,0,0,0,0,45,580000000
Sat Oct 11 19:54:12 2025,1,4294967294,0,0,0,0,1,0,0,0,0,0,0,0,46,586000000
Sat Oct 11 19:54:12 2025,1,1,340,306,833664,22556,0,0,0,0,0,0,0,0,46,590000000
Sat Oct 11 19:54:12 2025,1,2,311,339,22938,823462,0,0,0,0,0,0,0,0,46,590000000
Sat Oct 11 19:54:12 2025,2,4294967294,0,0,0,0,1,0,0,0,0,0,0,0,46,583000000
Sat Oct 11 19:54:12 2025,2,1,315,334,23214,812964,0,0,0,0,0,0,0,0,46,587000000
Sat Oct 11 19:54:12 2025,2,2,339,311,823462,22938,0,0,0,0,0,0,0,0,46,587000000
Sat Oct 11 19:54:13 2025,1,4294967294,0,0,0,0,1,0,0,0,0,0,0,0,47,579000000
Sat Oct 11 19:54:13 2025,1,1,340,306,833664,22556,0,0,0,0,0,0,0,0,47,583000000
Sat Oct 11 19:54:13 2025,1,2,311,339,22938,823462,0,0,0,0,0,0,0,0,47,583000000
Sat Oct 11 19:54:13 2025,2,4294967294,0,0,0,0,1,0,0,0,0,0,0,0,47,575000000
Sat Oct 11 19:54:13 2025,2,1,315,334,23214,812964,0,0,0,0,0,0,0,0,47,579000000
Sat Oct 11 19:54:13 2025,2,2,339,311,823462,22938,0,0,0,0,0,0,0,0,47,579000000
Sat Oct 11 19:54:14 2025,1,4294967294,0,0,0,0,1,0,0,0,0,0,0,0,48,587000000
Sat Oct 11 19:54:14 2025,1,1,340,306,833664,22556,0,0,0,0,0,0,0,0,48,591000000
Sat Oct 11 19:54:14 2025,1,2,311,339,22938,823462,0,0,0,0,0,0,0,0,48,591000000
Sat Oct 11 19:54:14 2025,2,4294967294,0,0,0,0,1,0,0,0,0,0,0,0,48,583000000
Sat Oct 11 19:54:14 2025,2,1,315,334,23214,812964,0,0,0,0,0,0,0,0,48,587000000
Sat Oct 11 19:54:14 2025,2,2,339,311,823462,22938,0,0,0,0,0,0,0,0,48,587000000
Sat Oct 11 19:54:15 2025,1,4294967294,0,0,0,0,1,0,0,0,0,0,0,0,49,584000000
Sat Oct 11 19:54:15 2025,1,1,340,306,833664,22556,0,0,0,0,0,0,0,0,49,588000000
Sat Oct 11 19:54:15 2025,1,2,311,339,22938,823462,0,0,0,0,0,0,0,0,49,588000000
Sat Oct 11 19:54:15 2025,2,4294967294,0,0,0,0,1,0,0,0,0,0,0,0,49,583000000
Sat Oct 11 19:54:15 2025,2,1,315,334,23214,812964,0,0,0,0,0,0,0,0,49,587000000
Sat Oct 11 19:54:15 2025,2,2,339,311,823462,22938,0,0,0,0,0,0,0,0,49,587000000
Sat Oct 11 19:54:16 2025,1,4294967294,0,0,0,0,1,0,0,0,0,0,0,0,50,576000000
Sat Oct 11 19:54:16 2025,1,1,340,306,833664,22556,0,0,0,0,0,0,0,0,50,580000000
Sat Oct 11 19:54:16 2025,1,2,311,339,22938,823462,0,0,0,0,0,0,0,0,50,580000000
Sat Oct 11 19:54:16 2025,2,4294967294,0,0,0,0,1,0,0,0,0,0,0,0,50,572000000
Sat Oct 11 19:54:16 2025,2,1,315,334,23214,812964,0,0,0,0,0,0,0,0,50,576000000
Sat Oct 11 19:54:16 2025,2,2,339,311,823462,22938,0,0,0,0,0,0,0,0,50,576000000
Sat Oct 11 19:54:17 2025,1,4294967294,0,0,0,0,1,0,0,0,0,0,0,0,51,584000000
Sat Oct 11 19:54:17 2025,1,1,341,307,833762,22654,0,0,0,0,0,0,0,0,51,588000000
Sat Oct 11 19:54:17 2025,1,2,312,340,23036,823560,0,0,0,0,0,0,0,0,51,588000000
Sat Oct 11 19:54:17 2025,2,4294967294,0,0,0,0,1,0,0,0,0,0,0,0,51,579000000
Sat Oct 11 19:54:17 2025,2,1,316,335,23312,813062,0,0,0,0,0,0,0,0,51,584000000
Sat Oct 11 19:54:17 2025,2,2,340,312,823560,23036,0,0,0,0,0,0,0,0,51,584000000
Sat Oct 11 19:54:18 2025,1,4294967294,0,0,0,0,1,0,0,0,0,0,0,0,52,589000000
Sat Oct 11 19:54:18 2025,1,1,342,308,833860,22752,0,0,0,0,0,0,0,0,52,593000000
Sat Oct 11 19:54:18 2025,1,2,313,341,23134,823658,0,0,0,0,0,0,0,0,52,593000000
Sat Oct 11 19:54:18 2025,2,4294967294,0,0,0,0,1,0,0,0,0,0,0,0,52,584000000
Sat Oct 11 19:54:18 2025,2,1,317,336,23410,813160,0,0,0,0,0,0,0,0,52,588000000
Sat Oct 11 19:54:18 2025,2,2,341,313,823658,23134,0,0,0,0,0,0,0,0,52,588000000
Sat Oct 11 19:54:19 2025,1,4294967294,0,0,0,0,1,0,0,0,0,0,0,0,53,599000000
Sat Oct 11 19:54:19 2025,1,1,342,308,833860,22752,0,0,0,0,0,0,0,0,53,603000000
Sat Oct 11 19:54:19 2025,1,2,313,341,23134,823658,0,0,0,0,0,0,0,0,53,603000000
Sat Oct 11 19:54:19 2025,2,4294967294,0,0,0,0,1,0,0,0,0,0,0,0,53,597000000
Sat Oct 11 19:54:19 2025,2,1,317,336,23410,813160,0,0,0,0,0,0,0,0,53,601000000
Sat Oct 11 19:54:19 2025,2,2,341,313,823658,23134,0,0,0,0,0,0,0,0,53,601000000
Sat Oct 11 19:54:20 2025,1,4294967294,0,0,0,0,1,0,0,0,0,0,0,0,54,597000000
Sat Oct 11 19:54:20 2025,1,1,342,308,833860,22752,0,0,0,0,0,0,0,0,54,601000000
Sat Oct 11 19:54:20 2025,1,2,313,341,23134,823658,0,0,0,0,0,0,0,0,54,601000000
Sat Oct 11 19:54:20 2025,2,4294967294,0,0,0,0,1,0,0,0,0,0,0,0,54,593000000
Sat Oct 11 19:54:20 2025,2,1,317,336,23410,813160,0,0,0,0,0,0,0,0,54,597000000
Sat Oct 11 19:54:20 2025,2,2,341,313,823658,23134,0,0,0,0,0,0,0,0,54,597000000
Sat Oct 11 19:54:21 2025,1,4294967294,0,0,0,0,1,0,0,0,0,0,0,0,55,588000000
Sat Oct 11 19:54:21 2025,1,1,342,308,833860,22752,0,0,0,0,0,0,0,0,55,592000000
Sat Oct 11 19:54:21 2025,1,2,313,341,23134,823658,0,0,0,0,0,0,0,0,55,592000000
Sat Oct 11 19:54:21 2025,2,4294967294,0,0,0,0,1,0,0,0,0,0,0,0,55,583000000
Sat Oct 11 19:54:21 2025,2,1,317,336,23410,813160,0,0,0,0,0,0,0,0,55,587000000
Sat Oct 11 19:54:21 2025,2,2,341,313,823658,23134,0,0,0,0,0,0,0,0,55,587000000
Sat Oct 11 19:54:22 2025,1,4294967294,0,0,0,0,1,0,0,0,0,0,0,0,56,599000000
Sat Oct 11 19:54:22 2025,1,1,342,308,833860,22752,0,0,0,0,0,0,0,0,56,603000000
Sat Oct 11 19:54:22 2025,1,2,313,341,23134,823658,0,0,0,0,0,0,0,0,56,603000000
Sat Oct 11 19:54:22 2025,2,4294967294,0,0,0,0,1,0,0,0,0,0,0,0,56,597000000
Sat Oct 11 19:54:22 2025,2,1,317,336,23410,813160,0,0,0,0,0,0,0,0,56,601000000
Sat Oct 11 19:54:22 2025,2,2,341,313,823658,23134,0,0,0,0,0,0,0,0,56,601000000
Sat Oct 11 19:54:23 2025,2,4294967294,0,0,0,0,1,0,0,0,0,0,0,0,57,595000000
Sat Oct 11 19:54:23 2025,2,1,317,336,23410,813160,0,0,0,0,0,0,0,0,57,599000000
Sat Oct 11 19:54:23 2025,2,2,341,313,823658,23134,0,0,0,0,0,0,0,0,57,599000000
Sat Oct 11 19:54:23 2025,1,4294967294,0,0,0,0,1,0,0,0,0,0,0,0,57,602000000
Sat Oct 11 19:54:23 2025,1,1,342,308,833860,22752,0,0,0,0,0,0,0,0,57,606000000
Sat Oct 11 19:54:23 2025,1,2,313,341,23134,823658,0,0,0,0,0,0,0,0,57,606000000
Sat Oct 11 19:54:24 2025,1,4294967294,0,0,0,0,1,0,0,0,0,0,0,0,58,590000000
Sat Oct 11 19:54:24 2025,1,1,342,308,833860,22752,0,0,0,0,0,0,0,0,58,594000000
Sat Oct 11 19:54:24 2025,1,2,313,341,23134,823658,0,0,0,0,0,0,0,0,58,594000000
Sat Oct 11 19:54:24 2025,2,4294967294,0,0,0,0,1,0,0,0,0,0,0,0,58,586000000
Sat Oct 11 19:54:24 2025,2,1,317,336,23410,813160,0,0,0,0,0,0,0,0,58,590000000
Sat Oct 11 19:54:24 2025,2,2,341,313,823658,23134,0,0,0,0,0,0,0,0,58,590000000
Sat Oct 11 19:54:25 2025,1,4294967294,0,0,0,0,1,0,0,0,0,0,0,0,59,595000000
Sat Oct 11 19:54:25 2025,1,1,342,308,833860,22752,0,0,0,0,0,0,0,0,59,599000000
Sat Oct 11 19:54:25 2025,1,2,313,341,23134,823658,0,0,0,0,0,0,0,0,59,599000000
Sat Oct 11 19:54:25 2025,2,4294967294,0,0,0,0,1,0,0,0,0,0,0,0,59,590000000
Sat Oct 11 19:54:25 2025,2,1,317,336,23410,813160,0,0,0,0,0,0,0,0,59,594000000
Sat Oct 11 19:54:25 2025,2,2,341,313,823658,23134,0,0,0,0,0,0,0,0,59,594000000
Sat Oct 11 19:54:26 2025,1,4294967294,0,0,0,0,1,0,0,0,0,0,0,0,60,602000000
Sat Oct 11 19:54:26 2025,1,1,342,308,833860,22752,0,0,0,0,0,0,0,0,60,606000000
Sat Oct 11 19:54:26 2025,1,2,313,341,23134,823658,0,0,0,0,0,0,0,0,60,606000000
Sat Oct 11 19:54:26 2025,2,4294967294,0,0,0,0,1,0,0,0,0,0,0,0,60,600000000
Sat Oct 11 19:54:26 2025,2,1,317,336,23410,813160,0,0,0,0,0,0,0,0,60,605000000
Sat Oct 11 19:54:26 2025,2,2,341,313,823658,23134,0,0,0,0,0,0,0,0,60,605000000
Sat Oct 11 19:54:27 2025,1,4294967294,0,0,0,0,1,0,0,0,0,0,0,0,61,598000000
Sat Oct 11 19:54:27 2025,1,1,342,308,833860,22752,0,0,0,0,0,0,0,0,61,602000000
Sat Oct 11 19:54:27 2025,1,2,313,341,23134,823658,0,0,0,0,0,0,0,0,61,602000000
Sat Oct 11 19:54:27 2025,2,4294967294,0,0,0,0,1,0,0,0,0,0,0,0,61,596000000
Sat Oct 11 19:54:27 2025,2,1,317,336,23410,813160,0,0,0,0,0,0,0,0,61,600000000
Sat Oct 11 19:54:27 2025,2,2,341,313,823658,23134,0,0,0,0,0,0,0,0,61,600000000
Sat Oct 11 19:54:28 2025,1,4294967294,0,0,0,0,1,0,0,0,0,0,0,0,62,591000000
Sat Oct 11 19:54:28 2025,1,1,342,308,833860,22752,0,0,0,0,0,0,0,0,62,595000000
Sat Oct 11 19:54:28 2025,1,2,313,341,23134,823658,0,0,0,0,0,0,0,0,62,595000000
Sat Oct 11 19:54:28 2025,2,4294967294,0,0,0,0,1,0,0,0,0,0,0,0,62,587000000
Sat Oct 11 19:54:28 2025,2,1,317,336,23410,813160,0,0,0,0,0,0,0,0,62,591000000
Sat Oct 11 19:54:28 2025,2,2,341,313,823658,23134,0,0,0,0,0,0,0,0,62,591000000
Sat Oct 11 19:54:29 2025,1,4294967294,0,0,0,0,1,0,0,0,0,0,0,0,63,595000000
Sat Oct 11 19:54:29 2025,1,1,342,308,833860,22752,0,0,0,0,0,0,0,0,63,599000000
Sat Oct 11 19:54:29 2025,1,2,313,341,23134,823658,0,0,0,0,0,0,0,0,63,599000000
Sat Oct 11 19:54:29 2025,2,4294967294,0,0,0,0,1,0,0,0,0,0,0,0,63,590000000
Sat Oct 11 19:54:29 2025,2,1,317,336,23410,813160,0,0,0,0,0,0,0,0,63,595000000
Sat Oct 11 19:54:29 2025,2,2,341,313,823658,23134,0,0,0,0,0,0,0,0,63,595000000
Sat Oct 11 19:54:30 2025,1,4294967294,0,0,0,0,1,0,0,0,0,0,0,0,64,599000000
Sat Oct 11 19:54:30 2025,1,1,342,308,833860,22752,0,0,0,0,0,0,0,0,64,603000000
Sat Oct 11 19:54:30 2025,1,2,313,341,23134,823658,0,0,0,0,0,0,0,0,64,603000000
Sat Oct 11 19:54:30 2025,2,4294967294,0,0,0,0,1,0,0,0,0,0,0,0,64,595000000
Sat Oct 11 19:54:30 2025,2,1,317,336,23410,813160,0,0,0,0,0,0,0,0,64,599000000
Sat Oct 11 19:54:30 2025,2,2,341,313,823658,23134,0,0,0,0,0,0,0,0,64,599000000
Sat Oct 11 19:54:31 2025,1,4294967294,0,0,0,0,1,0,0,0,0,0,0,0,65,594000000
Sat Oct 11 19:54:31 2025,1,1,342,308,833860,22752,0,0,0,0,0,0,0,0,65,598000000
Sat Oct 11 19:54:31 2025,1,2,313,341,23134,823658,0,0,0,0,0,0,0,0,65,598000000
Sat Oct 11 19:54:31 2025,2,4294967294,0,0,0,0,1,0,0,0,0,0,0,0,65,593000000
Sat Oct 11 19:54:31 2025,2,1,317,336,23410,813160,0,0,0,0,0,0,0,0,65,597000000
Sat Oct 11 19:54:31 2025,2,2,341,313,823658,23134,0,0,0,0,0,0,0,0,65,597000000
Sat Oct 11 19:54:32 2025,1,4294967294,0,0,0,0,1,0,0,0,0,0,0,0,66,589000000
Sat Oct 11 19:54:32 2025,1,1,342,308,833860,22752,0,0,0,0,0,0,0,0,66,593000000
Sat Oct 11 19:54:32 2025,1,2,313,341,23134,823658,0,0,0,0,0,0,0,0,66,593000000
Sat Oct 11 19:54:32 2025,2,4294967294,0,0,0,0,1,0,0,0,0,0,0,0,66,585000000
Sat Oct 11 19:54:32 2025,2,1,317,336,23410,813160,0,0,0,0,0,0,0,0,66,589000000
Sat Oct 11 19:54:32 2025,2,2,341,313,823658,23134,0,0,0,0,0,0,0,0,66,589000000
Sat Oct 11 19:54:33 2025,1,4294967294,0,0,0,0,1,0,0,0,0,0,0,0,67,596000000
Sat Oct 11 19:54:33 2025,1,1,342,308,833860,22752,0,0,0,0,0,0,0,0,67,600000000
Sat Oct 11 19:54:33 2025,1,2,313,341,23134,823658,0,0,0,0,0,0,0,0,67,600000000
Sat Oct 11 19:54:33 2025,2,4294967294,0,0,0,0,1,0,0,0,0,0,0,0,67,592000000
Sat Oct 11 19:54:33 2025,2,1,317,336,23410,813160,0,0,0,0,0,0,0,0,67,596000000
Sat Oct 11 19:54:33 2025,2,2,341,313,823658,23134,0,0,0,0,0,0,0,0,67,596000000
Sat Oct 11 19:54:34 2025,1,4294967294,0,0,0,0,1,0,0,0,0,0,0,0,68,585000000
Sat Oct 11 19:54:34 2025,1,1,342,308,833860,22752,0,0,0,0,0,0,0,0,68,589000000
Sat Oct 11 19:54:34 2025,1,2,313,341,23134,823658,0,0,0,0,0,0,0,0,68,589000000
Sat Oct 11 19:54:34 2025,2,4294967294,0,0,0,0,1,0,0,0,0,0,0,0,68,580000000
Sat Oct 11 19:54:34 2025,2,1,317,336,23410,813160,0,0,0,0,0,0,0,0,68,584000000
Sat Oct 11 19:54:34 2025,2,2,341,313,823658,23134,0,0,0,0,0,0,0,0,68,584000000
Sat Oct 11 19:54:35 2025,1,4294967294,0,0,0,0,1,0,0,0,0,0,0,0,69,594000000
Sat Oct 11 19:54:35 2025,1,1,342,308,833860,22752,0,0,0,0,0,0,0,0,69,598000000
Sat Oct 11 19:54:35 2025,1,2,313,341,23134,823658,0,0,0,0,0,0,0,0,69,598000000
Sat Oct 11 19:54:35 2025,2,4294967294,0,0,0,0,1,0,0,0,0,0,0,0,69,592000000
Sat Oct 11 19:54:35 2025,2,1,317,336,23410,813160,0,0,0,0,0,0,0,0,69,596000000
Sat Oct 11 19:54:35 2025,2,2,341,313,823658,23134,0,0,0,0,0,0,0,0,69,596000000
Sat Oct 11 19:54:36 2025,1,4294967294,0,0,0,0,1,0,0,0,0,0,0,0,70,592000000
Sat Oct 11 19:54:36 2025,1,1,342,308,833860,22752,0,0,0,0,0,0,0,0,70,596000000
Sat Oct 11 19:54:36 2025,1,2,313,341,23134,823658,0,0,0,0,0,0,0,0,70,596000000
Sat Oct 11 19:54:36 2025,2,4294967294,0,0,0,0,1,0,0,0,0,0,0,0,70,593000000
Sat Oct 11 19:54:36 2025,2,1,317,336,23410,813160,0,0,0,0,0,0,0,0,70,597000000
Sat Oct 11 19:54:36 2025,2,2,341,313,823658,23134,0,0,0,0,0,0,0,0,70,597000000
Sat Oct 11 19:54:37 2025,1,4294967294,0,0,0,0,1,0,0,0,0,0,0,0,71,590000000
Sat Oct 11 19:54:37 2025,1,1,342,308,833860,22752,0,0,0,0,0,0,0,0,71,594000000
Sat Oct 11 19:54:37 2025,1,2,313,341,23134,823658,0,0,0,0,0,0,0,0,71,595000000
Sat Oct 11 19:54:37 2025,2,4294967294,0,0,0,0,1,0,0,0,0,0,0,0,71,589000000
Sat Oct 11 19:54:37 2025,2,1,317,336,23410,813160,0,0,0,0,0,0,0,0,71,593000000
Sat Oct 11 19:54:37 2025,2,2,341,313,823658,23134,0,0,0,0,0,0,0,0,71,593000000
Sat Oct 11 19:54:38 2025,1,4294967294,0,0,0,0,1,0,0,0,0,0,0,0,72,588000000
Sat Oct 11 19:54:38 2025,1,1,342,308,833860,22752,0,0,0,0,0,0,0,0,72,592000000
Sat Oct 11 19:54:38 2025,1,2,313,341,23134,823658,0,0,0,0,0,0,0,0,72,592000000
Sat Oct 11 19:54:38 2025,2,4294967294,0,0,0,0,1,0,0,0,0,0,0,0,72,585000000
Sat Oct 11 19:54:38 2025,2,1,317,336,23410,813160,0,0,0,0,0,0,0,0,72,589000000
Sat Oct 11 19:54:38 2025,2,2,341,313,823658,23134,0,0,0,0,0,0,0,0,72,589000000
Sat Oct 11 19:54:39 2025,1,4294967294,0,0,0,0,1,0,0,0,0,0,0,0,73,587000000
Sat Oct 11 19:54:39 2025,1,1,350,315,834500,25025,0,0,0,0,0,0,0,0,73,591000000
Sat Oct 11 19:54:39 2025,1,2,320,348,25407,824224,0,0,0,0,0,0,0,0,73,591000000
Sat Oct 11 19:54:39 2025,2,4294967294,0,0,0,0,1,0,0,0,0,0,0,0,73,584000000
Sat Oct 11 19:54:39 2025,2,1,324,343,25683,813726,0,0,0,0,0,0,0,0,73,588000000
Sat Oct 11 19:54:39 2025,2,2,349,320,824298,25407,0,0,0,0,0,0,0,0,73,588000000
Sat Oct 11 19:54:40 2025,1,4294967294,0,0,0,0,1,0,0,0,0,0,0,0,74,593000000
Sat Oct 11 19:54:40 2025,1,1,357,322,835066,27298,0,0,0,0,0,0,0,0,74,597000000
Sat Oct 11 19:54:40 2025,1,2,328,356,27754,824864,0,0,0,0,0,0,0,0,74,597000000
Sat Oct 11 19:54:40 2025,2,4294967294,0,0,0,0,1,0,0,0,0,0,0,0,74,589000000
Sat Oct 11 19:54:40 2025,2,1,332,351,28030,814366,0,0,0,0,0,0,0,0,74,593000000
Sat Oct 11 19:54:40 2025,2,2,356,328,824864,27754,0,0,0,0,0,0,0,0,74,593000000
Sat Oct 11 19:54:41 2025,2,4294967294,0,0,0,0,1,0,0,0,0,0,0,0,75,577000000
Sat Oct 11 19:54:41 2025,2,1,338,354,30237,814644,0,0,0,0,0,0,0,0,75,581000000
Sat Oct 11 19:54:41 2025,2,2,359,329,825142,27828,0,0,0,0,0,0,0,0,75,581000000
Sat Oct 11 19:54:41 2025,1,4294967294,0,0,0,0,1,0,0,0,0,0,0,0,75,585000000
Sat Oct 11 19:54:41 2025,1,1,360,323,835344,27372,0,0,0,0,0,0,0,0,75,589000000
Sat Oct 11 19:54:41 2025,1,2,329,359,27828,825142,0,0,0,0,0,0,0,0,75,589000000
Sat Oct 11 19:54:42 2025,1,4294967294,0,0,0,0,1,0,0,0,0,0,0,0,76,594000000
Sat Oct 11 19:54:42 2025,1,1,364,329,835620,29571,0,0,0,0,0,0,0,0,76,598000000
Sat Oct 11 19:54:42 2025,1,2,335,363,30027,825418,0,0,0,0,0,0,0,0,76,598000000
Sat Oct 11 19:54:42 2025,2,4294967294,0,0,0,0,1,0,0,0,0,0,0,0,76,590000000
Sat Oct 11 19:54:42 2025,2,1,339,358,30303,814920,0,0,0,0,0,0,0,0,76,594000000
Sat Oct 11 19:54:42 2025,2,2,363,335,825418,30027,0,0,0,0,0,0,0,0,76,594000000
Sat Oct 11 19:54:43 2025,1,4294967294,0,0,0,0,1,0,0,0,0,0,0,0,77,587000000
Sat Oct 11 19:54:43 2025,1,1,371,334,836186,31712,0,0,0,0,0,0,0,0,77,591000000
Sat Oct 11 19:54:43 2025,1,2,340,370,32168,825984,0,0,0,0,0,0,0,0,77,591000000
Sat Oct 11 19:54:43 2025,2,4294967294,0,0,0,0,1,0,0,0,0,0,0,0,77,583000000
Sat Oct 11 19:54:43 2025,2,1,346,365,34024,815486,0,0,0,0,0,0,0,0,77,587000000
Sat Oct 11 19:54:43 2025,2,2,370,340,825984,32168,0,0,0,0,0,0,0,0,77,587000000
Sat Oct 11 19:54:44 2025,1,4294967294,0,0,0,0,1,0,0,0,0,0,0,0,78,589000000
Sat Oct 11 19:54:44 2025,1,1,373,337,836338,33358,0,0,0,0,0,0,0,0,78,593000000
Sat Oct 11 19:54:44 2025,1,2,344,372,33888,826136,0,0,0,0,0,0,0,0,78,593000000
Sat Oct 11 19:54:44 2025,2,4294967294,0,0,0,0,1,0,0,0,0,0,0,0,78,592000000
Sat Oct 11 19:54:44 2025,2,1,348,367,34164,815638,0,0,0,0,0,0,0,0,78,596000000
Sat Oct 11 19:54:44 2025,2,2,372,344,826136,33888,0,0,0,0,0,0,0,0,78,596000000
Sat Oct 11 19:54:45 2025,1,4294967294,0,0,0,0,1,0,0,0,0,0,0,0,79,582000000
Sat Oct 11 19:54:45 2025,1,1,383,345,837170,35901,0,0,0,0,0,0,0,0,79,586000000
Sat Oct 11 19:54:45 2025,1,2,352,382,36431,826968,0,0,0,0,0,0,0,0,79,586000000
Sat Oct 11 19:54:45 2025,2,4294967294,0,0,0,0,1,0,0,0,0,0,0,0,79,578000000
Sat Oct 11 19:54:45 2025,2,1,356,377,36707,816470,0,0,0,0,0,0,0,0,79,582000000
Sat Oct 11 19:54:45 2025,2,2,382,352,826968,36431,0,0,0,0,0,0,0,0,79,582000000
Sat Oct 11 19:54:46 2025,1,4294967294,0,0,0,0,1,0,0,0,0,0,0,0,80,585000000
Sat Oct 11 19:54:46 2025,1,1,388,352,837532,38166,0,0,0,0,0,0,0,0,80,589000000
Sat Oct 11 19:54:46 2025,1,2,359,387,38696,827330,0,0,0,0,0,0,0,0,80,589000000
Sat Oct 11 19:54:46 2025,2,4294967294,0,0,0,0,1,0,0,0,0,0,0,0,80,583000000
Sat Oct 11 19:54:46 2025,2,1,363,381,38972,816758,0,0,0,0,0,0,0,0,80,587000000
Sat Oct 11 19:54:46 2025,2,2,387,359,827330,38696,0,0,0,0,0,0,0,0,80,587000000
Sat Oct 11 19:54:47 2025,1,4294967294,0,0,0,0,1,0,0,0,0,0,0,0,81,593000000
Sat Oct 11 19:54:47 2025,1,1,394,356,838020,38793,0,0,0,0,0,0,0,0,81,597000000
Sat Oct 11 19:54:47 2025,1,2,364,393,40837,827818,0,0,0,0,0,0,0,0,81,597000000
Sat Oct 11 19:54:47 2025,2,4294967294,0,0,0,0,1,0,0,0,0,0,0,0,81,591000000
Sat Oct 11 19:54:47 2025,2,1,368,387,41113,817246,0,0,0,0,0,0,0,0,81,595000000
Sat Oct 11 19:54:47 2025,2,2,393,364,827818,40837,0,0,0,0,0,0,0,0,81,595000000
Sat Oct 11 19:54:48 2025,1,4294967294,0,0,0,0,1,0,0,0,0,0,0,0,82,584000000
Sat Oct 11 19:54:48 2025,1,1,402,363,838640,42514,0,0,0,0,0,0,0,0,82,588000000
Sat Oct 11 19:54:48 2025,1,2,371,399,44558,828306,0,0,0,0,0,0,0,0,82,588000000
Sat Oct 11 19:54:48 2025,2,4294967294,0,0,0,0,1,0,0,0,0,0,0,0,82,583000000
Sat Oct 11 19:54:48 2025,2,1,375,392,44834,817656,0,0,0,0,0,0,0,0,82,587000000
Sat Oct 11 19:54:48 2025,2,2,399,371,828306,44558,0,0,0,0,0,0,0,0,82,587000000
Sat Oct 11 19:54:49 2025,1,4294967294,0,0,0,0,1,0,0,0,0,0,0,0,83,584000000
Sat Oct 11 19:54:49 2025,1,1,409,370,839206,44787,0,0,0,0,0,0,0,0,83,588000000
Sat Oct 11 19:54:49 2025,1,2,378,407,46831,828938,0,0,0,0,0,0,0,0,83,588000000
